/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_5/45.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_1/33.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_8/24.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Beautiful/ishan_beautiful_17/115.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Beautiful/ishan_beautiful_6/25.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Thankyou/ishan_thankyou_19/69.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Dead/ishan_dead_14/49.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Thankyou/ishan_thankyou_4/25.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Cook/ishan_cook_19/103.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Brush/ishan_brush_14/98.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Dead/ishan_dead_16/76.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Beautiful/ishan_beautiful_17/22.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Thankyou/ishan_thankyou_11/17.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Hello/ishan_hello_1/20.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_17/65.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Beautiful/ishan_beautiful_1/123.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Dead/ishan_dead_2/50.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_16/50.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_15/68.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Good/ishan_good_19/78.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_4/76.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_1/104.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_18/13.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_4/95.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Thankyou/ishan_thankyou_1/34.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_7/69.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Hello/ishan_hello_8/65.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Dead/ishan_dead_6/48.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Anirudh/Go/anirudh_go_15/32.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Hello/ishan_hello_18/53.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Cook/ishan_cook_18/93.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Go/ishan_go_6/72.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Cindrella/Dead/cindrella_dead_6/28.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_9/98.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Dead/ishan_dead_4/23.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_13/77.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Sorry/ishan_sorry_3/64.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Brush/ishan_brush_9/17.npy,vertical
/4TBHD/ISL/data_preparation/test_all/keypoints/Ishan/Thankyou/ishan_thankyou_18/22.npy,vertical
